DATE,GDP
2010-01-01,
2011-01-01,3.6597884333752884
2012-01-01,4.193908722082829
2013-01-01,3.8557549324872653
2014-01-01,4.309393104689629
2015-01-01,3.9009277428861733
2016-01-01,2.787065976810421
2017-01-01,4.292438041425162
2018-01-01,5.325349487644182
2019-01-01,4.1869573791378345
2020-01-01,-74.78496050093408
