Date,China,US,UK
2020-10-01,17.403070018344135,1.2757596734406906,38.34272100471748
2020-07-01,7.890239280929578,12.32629233105953,-0.4460849760464902
2020-04-01,254.1658002487722,-3.4631206138521886,50.11789672247111
2020-01-01,-76.99504587092127,-1.7990222784495358,-20.538859326987943
2019-10-01,13.315297468572762,0.536995252767869,30.92282784673504
2019-07-01,4.151718488727663,1.2264062479068638,-0.0882309690701466
2019-04-01,207.0693475636471,1.5409309063539212,5.510589330506055
2019-01-01,-70.26299213779296,-0.0783793151097667,-22.726001119015248
2018-10-01,13.158693018983602,0.4604557981398249,36.803258522183626
2018-07-01,5.057575777835699,0.4661077336845176,-0.8806156180566793
2018-04-01,207.4050476816837,1.1137482757823447,8.658913587516581
2018-01-01,-71.67957533332299,0.5031780686543419,-23.324378626092056
2017-10-01,13.515501630881245,2.51965327970185,37.91954667164828
2017-07-01,4.927477286461546,1.0043017444359537,1.488292729168661
2017-04-01,210.60232488865444,0.0641181507330168,7.259786476868313
2017-01-01,-70.30554794761426,1.6735951045385056,-27.02020826634346
2016-10-01,13.955338254189176,0.9890229412452988,47.858684123907366
2016-07-01,5.414529296322423,0.934559230196652,3.4544078698448777
2016-04-01,211.03603155199667,1.1434296327700766,8.204372390076141
2016-01-01,-70.40204688700638,0.1465816156326793,-21.794256075304972
2015-10-01,13.88941086777946,-0.369213673075941,39.77623629447304
2015-07-01,5.138170354125915,0.9499770809132668,-1.4640384530581585
2015-04-01,211.85329272800888,1.6725188314507644,4.521570796460184
2015-01-01,-68.97623260589378,-0.7667168464848051,-22.50044650830506
2014-10-01,12.764945244264611,0.0930088491031932,40.45958557021725
2014-07-01,4.563455650107717,0.6755313283898889,-1.1211985910601685
2014-04-01,213.71473591709344,2.4021904815672013,6.296472077202964
2014-01-01,-69.79907844222876,0.8991304193034511,-22.6
2013-10-01,12.936865985561386,0.5195383829446065,38.70018115942029
2013-07-01,4.952515941012359,0.9348267202229366,1.2263610315186302
2013-04-01,213.5461306487087,-0.0666901300412359,1.8145749460295235
2013-01-01,-69.44966377866713,1.7847301319028563,-18.872479409258723
2012-10-01,12.781736080186867,1.429089171102205,39.01427913403961
2012-07-01,4.698299483874124,0.8334672028964762,-0.5822321078110648
2012-04-01,212.47396199409596,-0.365415449473172,2.405037850874248
2012-01-01,-68.95725478528216,2.111283467283709,-20.70650730411686
2011-10-01,12.087882769614543,1.6919450856518026,40.50604567845948
2011-07-01,4.8174240111486855,0.8343117442633163,5.86283185840708
2011-04-01,0.7153905191979559,1.5730269968941668,-1.340816962893676
2011-01-01,-2.1116502623767297,2.390984831342724,-21.053603298664537
2010-10-01,13.467729951954022,2.984238016862051,40.73272128875802
2010-07-01,5.685844487180192,0.4072478309626426,8.118737709523337
2010-04-01,-0.2160884148017738,1.7431735710180307,2.653080842064792
2010-01-01,,,
