DATE,Gross Domestic Product: CVM: NSA
2010-01-01,
2011-01-01,1.1451015455358204
2012-01-01,1.5129367590014375
2013-01-01,1.7923222178393594
2014-01-01,3.1957824776059907
2015-01-01,2.220258308883105
2016-01-01,1.9210633913266273
2017-01-01,2.65506970161844
2018-01-01,1.4037920748910526
2019-01-01,1.6416110173574916
2020-01-01,-10.359900820127477
