Date,China,US,UK
2020-10-01,12.412263009277936,9.36159064643778,-0.0838926174496768
2020-07-01,7.042973965841393,7.137650978758847,0.5059021922428464
2020-04-01,192.095739829826,-17.524680018519344,0.7646559048428037
2020-01-01,-69.55489193524089,2.148011411310602,0.8568980291345341
2019-10-01,4.073840667701623,4.155353535754802,-1.850294365012617
2019-07-01,6.904008386819038,1.5678869636614134,2.0600858369098862
2019-04-01,195.65390594636608,-1.51081952620985,0.6044905008635526
2019-01-01,-70.65356551195157,0.6654319407331633,0.0864304235090651
2018-10-01,5.788541764072441,2.7404241328292,0.5212858384014085
2018-07-01,9.980692162743177,-1.4208332151669056,1.2313104661389571
2018-04-01,200.94146541137945,2.908901396706276,0.4416961130742081
2018-01-01,-71.51060924967291,-0.5669157503083389,-0.1763668430335152
2017-10-01,5.194183471964564,8.034844532028519,-0.6134969325153228
2017-07-01,2.474950022689071,-1.2793417370043023,1.602849510240434
2017-04-01,203.75233997373647,-0.8428561094463549,0.2678571428571308
2017-01-01,-67.65201201454519,8.592941019641076,-0.7971656333038091
2016-10-01,8.071563456404252,-0.9102531442535368,2.171945701357481
2016-07-01,4.457307658298015,0.2717603400197221,5.238095238095242
2016-04-01,208.38306396635448,-0.2881932734463688,1.449275362318847
2016-01-01,-70.48838843269377,4.274553104842371,4.229607250755296
2015-10-01,7.048119518506613,-1.7094058412756683,0.3030303030302939
2015-07-01,3.4672965440165626,-1.6322852468994895,-1.394422310756982
2015-04-01,200.91709994222987,0.008084804847086,-0.8884501480750151
2015-01-01,-70.77899763063178,-0.1197018853047016,-0.3933136676499527
2014-10-01,6.711143850664758,-1.1269358569432677,0.0
2014-07-01,3.348071808510644,1.7492425762919206,-2.399232245681382
2014-04-01,210.5705494868565,5.518941896055307,-0.4775549188156591
2014-01-01,-68.70003037765238,-5.874842782220735,-5.845323741007191
2013-10-01,7.690915608392856,4.608441361779025,-0.9795191451469232
2013-07-01,1.653187861292138,2.4893013978150025,-0.2664298401420906
2013-04-01,73.35835587201707,1.239992993807748,0.177935943060481
2013-01-01,-43.23463664395282,0.3562104174744673,2.648401826484026
2012-10-01,5.489301426072535,0.4387786893758516,1.0147601476014678
2012-07-01,0.5130982162269815,-0.9769642122583132,-0.8234217749313766
2012-04-01,64.24553468576073,1.7663111020410185,-1.3537906137184086
2012-01-01,-39.32339653307032,-1.888763678648342,11.133400200601804
2011-10-01,1.8259508654583807,3.0772324487943647,-0.2002002002002068
2011-07-01,3.2963444202047887,0.7950266164563402,-0.0999999999999889
2011-04-01,82.27905776074999,0.4269315034738374,2.1450459652706755
2011-01-01,-43.45521967218868,1.0441023642504543,0.7201646090535085
2010-10-01,5.373665345828127,3.570117191332156,1.673640167364021
2010-07-01,4.001585669186936,0.5631833672051334,-5.5335968379446765
2010-04-01,90.97084096704324,3.9357229701026952,-9.074573225516612
2010-01-01,,,
