Date,Internet Retail Sales
2010-01-01,
2011-01-01,18.065756899973408
2012-01-01,15.299703675463983
2013-01-01,15.355596970061324
2014-01-01,13.410550727658865
2015-01-01,12.527858833260574
2016-01-01,21.109534359016237
2017-01-01,15.965033550257957
2018-01-01,14.486759179163599
2019-01-01,10.232005892213113
2020-01-01,48.11215879178165
