Date,Value of Industrial Export Delivery Current Period(100 million yuan)
2010-01-01,
2011-01-01,12.146453291484761
2012-01-01,6.00289262926923
2013-01-01,4.734005247671003
2014-01-01,-0.21458115906440867
2015-01-01,-2.569744650130401
2016-01-01,1.4725804048634217
2017-01-01,8.835512012228097
2018-01-01,-3.171744298552437
2019-01-01,-1.1782410162582524
2020-01-01,1.6459564408351168
