DATE,Advance Retail Sales: Retail Trade
2010-01-01,
2011-01-01,7.468833335867098
2012-01-01,4.750712181225736
2013-01-01,3.768944434316057
2014-01-01,3.9549365073167975
2015-01-01,1.8685752952463774
2016-01-01,2.348902420264909
2017-01-01,4.4157821342391435
2018-01-01,4.13773550302603
2019-01-01,2.7069041114564207
2020-01-01,3.253346541605784
